1) Demo,ProxyID,Fed7Race,StudentHomeLanguage,Grade,SchoolNumber,SchoolName,BilingualServed,BilingualEligible,Gender,SpecialEducation,pgy,egy,EnrollmentCodeDescription,WithdrawDate,GraduateDate,DropoutDate
1) Demo,6170421,Black,English,3,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6170531,Caucasian,Oromo (Ethiopia),1,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6177535,Hispanic,English,2,245,Lowell Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6179739,Hispanic,Spanish,4,288,Kimball Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6180554,Black,Somali,2,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6186594,Asian,Cantonese,8,117,Washington Middle School,N,N,Male,N,2018,2018,Currently Enrolled/Attending,,,
1) Demo,6187717,Asian,Vietnamese,5,256,John Muir Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6191402,Asian,Vietnamese,12,14,Garfield High School,Y,Y,Male,N,2014,2014,Graduated with regular High School Diploma,,20140620,
1) Demo,6191449,Asian,Toishanese,5,211,Frantz Coe Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6193471,Asian,Vietnamese,3,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6197457,Asian,Toishanese,11,14,Garfield High School,Y,Y,Male,N,2015,2015,Currently Enrolled/Attending,,,
1) Demo,6199743,Black,Somali,9,14,Garfield High School,N,N,Female,N,2017,2017,Currently Enrolled/Attending,,,
1) Demo,6207466,Asian,Tagalog,3,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6208778,Black,Somali,2,226,Bailey Gatzert Elementary,Y,Y,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6228775,Asian,Vietnamese,3,288,Kimball Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6233409,Asian,Cantonese,12,14,Garfield High School,Y,Y,Male,N,2014,2014,Graduated with regular High School Diploma,,20140620,
1) Demo,6237454,Asian,Cantonese,3,245,Lowell Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6243701,Black,Oromo (Ethiopia),4,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6244792,Hispanic,Spanish,4,272,Stevens Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6245775,Asian,Cantonese,4,272,Stevens Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6246791,Hispanic,Spanish,4,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6252476,Black,Somali,3,251,Dearborn Park International School,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6253466,Asian,Tagalog,7,117,Washington Middle School,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6254725,Asian,Cantonese,8,117,Washington Middle School,Y,Y,Female,N,2018,2018,Currently Enrolled/Attending,,,
1) Demo,6270587,Asian,Cantonese,2,935,TOPS K-8 School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6271423,Hispanic,English,11,353,Interagency Academy,N,N,Male,N,2011,2010,Unknown,,,20140620
1) Demo,6280429,Black,Somali,3,226,Bailey Gatzert Elementary,Y,Y,Female,ã,,,Currently Enrolled/Attending,,,
1) Demo,6284716,Black,English,5,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6287424,Black,English,4,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6298551,Caucasian,English,4,930,Pathfinder K-8 School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6302593,Black,English,2,212,Thurgood Marshall Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6306718,Hispanic,Spanish,4,212,Thurgood Marshall Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6309510,Hispanic,Spanish,8,130,Aki Kurose Middle School,N,N,Male,N,2018,2018,Currently Enrolled/Attending,,,
1) Demo,6313482,Asian,Cantonese,3,935,TOPS K-8 School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6313764,Black,Somali,5,212,Thurgood Marshall Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6316700,Black,Somali,4,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6318781,Asian,Cantonese,4,205,Beacon Hill International School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6319413,Black,English,4,244,Leschi Elementary,N,N,Female,Y,,,Currently Enrolled/Attending,,,
1) Demo,6321709,Caucasian,English,4,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6329583,Hispanic,Spanish,2,212,Thurgood Marshall Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6337548,Black,Somali,3,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6352471,Caucasian,English,3,242,Laurelhurst Elementary,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6353457,Caucasian,English,7,117,Washington Middle School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6355717,Hispanic,Spanish,9,14,Garfield High School,N,N,Female,N,2017,2017,Currently Enrolled/Attending,,,
1) Demo,6358451,Black,Somali,2,226,Bailey Gatzert Elementary,Y,Y,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6358530,Asian,Cantonese,10,14,Garfield High School,N,N,Male,N,2016,2016,Currently Enrolled/Attending,,,
1) Demo,6364740,Black,Somali,5,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6366445,Black,English,4,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6367510,Hispanic,Spanish,4,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6382729,Black,Somali,6,117,Washington Middle School,Y,Y,Female,Y,,,Currently Enrolled/Attending,,,
1) Demo,6389430,Black,English,3,272,Stevens Elementary,N,N,Male,Y,,,Confirmed transfer out of the school district,,,
1) Demo,6392587,Asian,English,2,275,Van Asselt Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6393514,Black,English,3,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6398510,Hispanic,Spanish,3,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6399536,Caucasian,English,2,935,TOPS K-8 School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6402582,Asian,Cantonese,2,272,Stevens Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6404472,Black,Somali,4,226,Bailey Gatzert Elementary,Y,Y,Female,Y,,,Currently Enrolled/Attending,,,
1) Demo,6407454,Asian,Toishanese,3,935,TOPS K-8 School,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6413712,Black,English,4,288,Kimball Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6420445,Black,English,3,255,Montlake Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6421484,Black,Oromo (Ethiopia),3,212,Thurgood Marshall Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6426586,Asian,English,2,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6429480,Asian,Cantonese,12,14,Garfield High School,N,N,Female,N,2014,2014,Graduated with regular High School Diploma,,20140620,
1) Demo,6430485,Multi-Race,English,3,236,West Seattle Elementary,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6430726,Black,Oromo (Ethiopia),4,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6438583,Black,Somali,2,244,Leschi Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6439472,Black,Somali,7,117,Washington Middle School,Y,Y,Female,Y,,,Currently Enrolled/Attending,,,
1) Demo,6440517,Black,English,11,12,Cleveland High School,N,N,Male,Y,2015,2015,Currently Enrolled/Attending,,,
1) Demo,6450779,Black,English,5,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6452470,Asian,Toishanese,9,14,Garfield High School,Y,Y,Male,N,2017,2017,Currently Enrolled/Attending,,,
1) Demo,6454444,Hispanic,English,3,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6457533,Black,English,K,226,Bailey Gatzert Elementary,N,N,Female,Y,,,Currently Enrolled/Attending,,,
1) Demo,6461743,Black,English,5,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6465584,Black,English,K,226,Bailey Gatzert Elementary,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6473559,Asian,Cantonese,K,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6479482,Black,Somali,2,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6479729,Asian,Cantonese,4,935,TOPS K-8 School,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6486582,Black,Somali,2,226,Bailey Gatzert Elementary,Y,Y,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6491407,Black,English,1,272,Stevens Elementary,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6491458,Black,English,2,972,K-5 STEM at Boren,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6494482,Black,Somali,3,226,Bailey Gatzert Elementary,Y,Y,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6499487,Asian,English,2,226,Bailey Gatzert Elementary,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6500583,Asian,Tagalog,2,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6507436,Caucasian,English,3,244,Leschi Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6507462,Caucasian,English,3,974,Queen Anne Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6509532,Black,English,K,945,Cascade Parent Partnership,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6511588,Black,English,3,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6512478,Black,Somali,3,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6519493,Asian,Cantonese,11,14,Garfield High School,Y,Y,Female,N,2015,2015,Currently Enrolled/Attending,,,
1) Demo,6521723,Black,Somali,4,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6533772,Black,Somali,7,117,Washington Middle School,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6535519,Asian,Cantonese,9,14,Garfield High School,Y,Y,Female,N,2017,2017,Currently Enrolled/Attending,,,
1) Demo,6535752,Black,English,5,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6536402,Asian,Vietnamese,12,910,Middle College High School,Y,Y,Male,N,2012,2013,Graduated with regular High School Diploma,,20140620,
1) Demo,6542700,Asian,Toishanese,4,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6544537,Asian,Vietnamese,2,244,Leschi Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6552486,Asian,Mandarin,3,935,TOPS K-8 School,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6557435,Black,English,3,244,Leschi Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6559723,Black,Somali,4,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6560530,Caucasian,English,2,244,Leschi Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6565750,Hispanic,Spanish,4,226,Bailey Gatzert Elementary,Y,Y,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6568583,Black,English,2,256,John Muir Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6572514,Black,Somali,3,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6578478,Black,English,3,226,Bailey Gatzert Elementary,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6584462,Black,English,4,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6586730,Caucasian,English,4,212,Thurgood Marshall Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6598776,Asian,Vietnamese,3,245,Lowell Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6601407,Black,Tigrinya (Tigrigna),3,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6601489,Asian,Cantonese,3,212,Thurgood Marshall Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6602406,Caucasian,English,3,218,B.F. Day Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6604474,Black,English,3,249,Madrona K-8 School,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6605400,Asian,Vietnamese,12,983,Seattle World School,Y,Y,Male,ã,2014,2014,Currently Enrolled/Attending,,,
1) Demo,6609770,Asian,Vietnamese,4,218,B.F. Day Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6610511,Black,English,12,14,Garfield High School,N,N,Female,N,2014,2014,Graduated with regular High School Diploma,,20140620,
1) Demo,6611425,Caucasian,English,3,245,Lowell Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6618789,Caucasian,English,10,14,Garfield High School,N,N,Female,N,2016,2016,Currently Enrolled/Attending,,,
1) Demo,6627761,Black,English,4,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6629533,Caucasian,English,2,249,Madrona K-8 School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6633591,Black,English,11,353,Interagency Academy,N,N,Male,N,2013,2013,Confirmed transfer out of the school district,,,
1) Demo,6640721,Hispanic,Spanish,4,212,Thurgood Marshall Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6644556,Black,Oromo (Ethiopia),1,244,Leschi Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6651764,Black,Somali,7,117,Washington Middle School,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6654770,Asian,Vietnamese,4,218,B.F. Day Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6662423,Black,English,3,245,Lowell Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6665742,Asian,Vietnamese,4,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6665789,Caucasian,English,10,14,Garfield High School,N,N,Male,N,2016,2016,Currently Enrolled/Attending,,,
1) Demo,6668441,Black,English,3,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6668470,Hispanic,Spanish,2,272,Stevens Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6669728,Black,Somali,4,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6669797,Asian,Vietnamese,4,288,Kimball Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6677765,Hispanic,English,4,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6678701,Asian,Japanese,5,272,Stevens Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6680484,Asian,Vietnamese,3,233,Hawthorne Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6682516,Black,Amharic,3,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6692402,Hispanic,English,12,353,Interagency Academy,N,N,Male,N,2010,2010,Confirmed transfer out of the school district,,,
1) Demo,6692537,Caucasian,Spanish,2,272,Stevens Elementary,Y,Y,Female,Y,,,Currently Enrolled/Attending,,,
1) Demo,6694706,Black,English,7,935,TOPS K-8 School,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6695749,Asian,Cantonese,12,14,Garfield High School,N,N,Male,N,2014,2014,Graduated with regular High School Diploma,,20140620,
1) Demo,6697701,Asian,Japanese,8,117,Washington Middle School,N,N,Female,N,2018,2018,Currently Enrolled/Attending,,,
1) Demo,6701796,Black,English,2,255,Montlake Elementary,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6704781,Black,English,4,935,TOPS K-8 School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6705588,Asian,Toishanese,11,14,Garfield High School,Y,Y,Male,N,2015,2015,Currently Enrolled/Attending,,,
1) Demo,6716745,Black,English,5,226,Bailey Gatzert Elementary,N,N,Male,N,,,Unknown,,,20140620
1) Demo,6728420,Black,Somali,3,226,Bailey Gatzert Elementary,Y,Y,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6729796,Black,Oromo (Ethiopia),4,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6738725,Caucasian,English,4,935,TOPS K-8 School,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6742400,Black,English,4,244,Leschi Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6744703,Asian,Cantonese,7,117,Washington Middle School,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6751776,Black,Amharic,4,288,Kimball Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6754555,Black,Somali,2,249,Madrona K-8 School,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6761413,Asian,Toishanese,5,256,John Muir Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6765465,Hispanic,Spanish,1,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6768595,Hispanic,Spanish,1,226,Bailey Gatzert Elementary,Y,Y,Female,Y,,,Currently Enrolled/Attending,,,
1) Demo,6774488,Asian,Toishanese,6,117,Washington Middle School,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6774713,Black,Amharic,7,117,Washington Middle School,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6775454,Black,Amharic,3,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6779704,Black,English,4,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6783494,Hispanic,Spanish,3,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6783549,Caucasian,English,9,14,Garfield High School,N,N,Male,N,2017,2017,Currently Enrolled/Attending,,,
1) Demo,6783703,Black,Amharic,7,117,Washington Middle School,N,N,Female,N,,,Unknown,,,20140620
1) Demo,6785496,Hispanic,Spanish,3,244,Leschi Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6787558,Black,Somali,2,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6788550,Black,Somali,2,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6797776,Black,Somali,4,249,Madrona K-8 School,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6801444,Black,Tigrinya (Tigrigna),11,14,Garfield High School,Y,Y,Male,N,2014,2014,No Show.  Last SPS school attended was this school.,,,
1) Demo,6801700,Asian,Toishanese,9,14,Garfield High School,N,N,Female,N,2017,2017,Currently Enrolled/Attending,,,
1) Demo,6811555,Black,Tigrinya (Tigrigna),2,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6825715,Black,Oromo (Ethiopia),5,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6827555,Asian,Toishanese,1,935,TOPS K-8 School,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6828475,Asian,Toishanese,3,935,TOPS K-8 School,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6828489,Black,Somali,3,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6836438,Asian,English,2,248,McGilvra Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6840444,Black,Tigrinya (Tigrigna),6,117,Washington Middle School,Y,Y,Female,Y,,,Currently Enrolled/Attending,,,
1) Demo,6842787,Asian,Toishanese,10,14,Garfield High School,N,N,Male,N,2016,2016,Currently Enrolled/Attending,,,
1) Demo,6844552,Asian,Vietnamese,5,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6850751,Black,Somali,5,244,Leschi Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6855775,Black,Somali,4,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6856444,Black,Tigrinya (Tigrigna),10,14,Garfield High School,Y,Y,Male,N,2016,2016,Currently Enrolled/Attending,,,
1) Demo,6858532,Black,English,2,945,Cascade Parent Partnership,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6861754,Caucasian,Arabic,10,363,Interagency Academy,N,N,Male,N,2016,2016,Currently Enrolled/Attending,,,
1) Demo,6865785,Black,English,4,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6868424,Black,English,5,251,Dearborn Park International School,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6881423,Multi-Race,English,3,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6882724,Hispanic,English,4,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6884542,Black,Somali,3,212,Thurgood Marshall Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6892557,Black,English,1,272,Stevens Elementary,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6892720,Black,Oromo (Ethiopia),4,249,Madrona K-8 School,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6901473,Black,English,5,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6903589,Black,English,2,248,McGilvra Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6903729,Black,Somali,7,117,Washington Middle School,Y,Y,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6905514,Black,English,2,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6906462,Black,English,3,245,Lowell Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6906748,Caucasian,English,5,272,Stevens Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6908776,Asian,Vietnamese,4,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6913413,Black,English,4,248,McGilvra Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6918700,Black,Somali,7,117,Washington Middle School,Y,Y,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6932476,Black,English,3,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6932481,Asian,Vietnamese,3,245,Lowell Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6933475,Black,Somali,3,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6937589,Black,Somali,2,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6940484,Black,English,3,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6940551,Black,English,K,272,Stevens Elementary,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6955747,Asian,Tagalog,6,117,Washington Middle School,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6963724,Asian,Mandarin,4,248,McGilvra Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6964423,Black,Somali,3,244,Leschi Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6970489,Asian,Cantonese,3,212,Thurgood Marshall Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6981729,Black,Somali,5,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6983497,Black,English,3,244,Leschi Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6988706,Asian,Tagalog,4,244,Leschi Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6990474,Black,English,3,974,Queen Anne Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6993400,Asian,Vietnamese,6,117,Washington Middle School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,7000376,Black,English,12,14,Garfield High School,N,N,Male,N,2014,2014,Graduated with regular High School Diploma,,20140225,
1) Demo,7000929,Black,English,9,14,Garfield High School,N,N,Male,N,2017,2017,Currently Enrolled/Attending,,,
1) Demo,7003626,Asian,English,6,117,Washington Middle School,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,7014022,Black,English,11,14,Garfield High School,N,N,Male,N,2015,2015,Currently Enrolled/Attending,,,
1) Demo,7014151,Black,English,12,960,South Lake High School,N,N,Female,N,2014,2014,Graduated with regular High School Diploma,,20140617,
1) Demo,7015129,Hispanic,Spanish,7,117,Washington Middle School,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,7015927,Black,English,9,360,Interagency Academy,N,N,Male,N,2016,2016,Currently Enrolled/Attending,,,
1) Demo,7017990,Black,Amharic,10,14,Garfield High School,N,N,Male,N,2016,2016,Currently Enrolled/Attending,,,
1) Demo,7018116,Black,Tigrinya (Tigrigna),8,935,TOPS K-8 School,N,N,Male,N,2018,2018,Currently Enrolled/Attending,,,
1) Demo,7019385,Black,English,7,117,Washington Middle School,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,7020011,Asian,Vietnamese,12,14,Garfield High School,N,N,Male,N,2014,2014,Graduated with regular High School Diploma,,20140620,
1) Demo,7022911,Black,English,11,359,Interagency Academy,N,N,Female,N,2014,2014,Currently Enrolled/Attending,,,
1) Demo,7027145,Black,English,8,117,Washington Middle School,N,N,Female,N,2018,2018,Currently Enrolled/Attending,,,
1) Demo,7028813,Asian,Cantonese,10,14,Garfield High School,N,N,Female,N,2016,2016,Currently Enrolled/Attending,,,
